"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-02-02",,,"0.02","0.3",
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-02-03",,,"0.19",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-02-04",,,"0.00","0.0",
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-02-05",,,"0.00","0.0",
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-02-06",,,"0.00","0.0",
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-02-07",,,"0.00","0.0",
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-02-08",,,"0.04",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-02-09",,,"0.14",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-02-10",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-02-11",,,"0.00","0.0",
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-02-12",,,"0.00","0.0",
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-02-13",,,"0.00","0.0",
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-02-14",,,"0.00","0.0",
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-02-15",,,"0.00","0.0",
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-02-16",,,"0.00","0.0",
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-02-17",,,"0.00","0.0",
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-02-18",,,"0.00","0.0",
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-02-19",,,"0.10","1.0",
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-02-20",,,"0.06","0.0",
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-02-21",,,"0.04","0.3",
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-02-22",,,"0.03","0.2",
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-02-23",,,"0.00","0.0","2.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-02-24",,,"0.00","0.0","2.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-02-25",,,"0.04","0.5","2.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-02-26",,,"0.01","0.0","1.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-02-27",,,"0.01","0.0","1.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-02-28",,,"0.00","0.0","1.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-03-01",,,"0.00","0.0","1.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-03-02",,,"0.00","0.0","1.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-03-03",,,"0.00","0.0","1.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-03-04",,,"0.00","0.0","1.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-03-05",,,"0.04","0.4","1.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-03-06",,,"0.15","1.6","3.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-03-07",,,"0.00","0.0","2.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-03-08",,,"0.00","0.0","2.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-03-09",,,"0.00","0.0","2.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-03-10",,,"0.00","0.0","2.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-03-11",,,"0.00","0.0","2.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-03-12",,,"0.00","0.0","2.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-03-13",,,"0.00","0.0","2.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-03-14",,,"0.00","0.0","2.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-03-15",,,"0.00","0.0","2.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-03-16",,,"0.00","0.0","2.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-03-17",,,"0.03","0.2","2.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-03-18",,,"0.00","0.0","2.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-03-19",,,"0.00","0.0","2.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-03-20",,,"0.00","0.0","1.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-03-21",,,"0.00","0.0","1.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-03-22",,,"0.00","0.0","1.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-03-23",,,"0.00","0.0","1.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-03-24",,,"0.00","0.0","1.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-03-25",,,"0.00","0.0","1.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-03-26",,,"0.08","0.7","2.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-03-27",,,"0.02","0.2","2.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-03-28",,,"0.03","0.3","2.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-03-29",,,"0.00","0.0","1.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-03-30",,,"0.01","0.0","1.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-03-31",,,"0.00","0.0","1.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-04-01",,,"0.00","0.0","1.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-04-02",,,"0.00","0.0","1.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-04-03",,,"0.00","0.0","1.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-04-04",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-04-05",,,"0.04","0.3","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-04-06",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-04-07",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-04-08",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-04-09",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-04-10",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-04-11",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-04-12",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-04-13",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-04-14",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-04-15",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-04-16",,,"0.04","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-04-17",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-04-18",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-04-19",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-04-20",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-04-21",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-04-22",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-04-23",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-04-24",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-04-25",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-04-26",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-04-27",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-04-28",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-04-29",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-04-30",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-05-01",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-05-02",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-05-03",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-05-04",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-05-05",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-05-06",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-05-07",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-05-08",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-05-09",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-05-10",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-05-11",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-05-12",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-05-13",,,"0.03","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-05-14",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-05-15",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-05-16",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-05-17",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-05-18",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-05-19",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-05-20",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-05-21",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-05-22",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-05-23",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-05-24",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-05-25",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-05-26",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-05-27",,,"0.13","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-05-28",,,"0.20","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-05-29",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-05-30",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-05-31",,,"0.53","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-06-01",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-06-02",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-06-03",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-06-04",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-06-05",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-06-06",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-06-07",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-06-08",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-06-09",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-06-10",,,"0.05","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-06-11",,,"0.07","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-06-12",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-06-13",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-06-14",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-06-15",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-06-16",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-06-17",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-06-18",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-06-19",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-06-20",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-06-21",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-06-22",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-06-23",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-06-24",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-06-25",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-06-26",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-06-27",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-06-28",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-06-29",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-06-30",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-07-01",,,"0.04","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-07-02",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-07-03",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-07-04",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-07-05",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-07-06",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-07-07",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-07-08",,,"0.37","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-07-09",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-07-10",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-07-11",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-07-12",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-07-13",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-07-14",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-07-15",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-07-16",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-07-17",,,"0.04","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-07-18",,,"0.42","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-07-19",,,"0.07","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-07-20",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-07-21",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-07-22",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-07-23",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-07-24",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-07-25",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-07-26",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-07-27",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-07-28",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-07-29",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-07-30",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-07-31",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-08-01",,,"0.35","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-08-02",,,"0.80","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-08-03",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-08-04",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-08-05",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-08-06",,,"0.28","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-08-07",,,"0.03","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-08-08",,,"0.22","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-08-09",,,"0.55","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-08-10",,,"0.06","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-08-11",,,"0.02","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-08-12",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-08-13",,,"0.03","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-08-14",,,"0.08","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-08-15",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-08-16",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-08-17",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-08-18",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-08-19",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-08-20",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-08-21",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-08-22",,,"0.60","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-08-23",,,"0.03","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-08-24",,,"0.00","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-08-25",,,"0.25","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-08-26",,,"0.02","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-08-27",,,"0.49","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-08-28",,,"0.68","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-08-29",,,"0.04","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-08-30",,,"0.04","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-08-31",,,"0.42","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-09-01",,,"0.39","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-09-02",,,"0.20","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-09-03",,,"0.18","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-09-04",,,"0.30","0.0","0.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1953-09-05",,,"0.19","0.0","0.0"
